"roll_no","full_name","email","dept_code","section","batch_year","cgpa","backlogs","placement_status"
"CB.EN.U4EEE19450","Janani Krishnan","cb.en.u4eee19450@cb.students.amrita.edu","EEE","E","2023","7.99","0","Not Placed"
"CB.EN.U4EEE19451","Akash Verma","cb.en.u4eee19451@cb.students.amrita.edu","EEE","E","2023","9.01","0","Not Placed"
"CB.EN.U4EEE19452","Yash Mishra","cb.en.u4eee19452@cb.students.amrita.edu","EEE","E","2023","8.17","1","Placed"
"CB.EN.U4EEE19453","Ishaan Bose","cb.en.u4eee19453@cb.students.amrita.edu","EEE","E","2023","8.71","2","Not Placed"
"CB.EN.U4EEE19454","Pooja Bose","cb.en.u4eee19454@cb.students.amrita.edu","EEE","E","2023","6.98","0","Placed"
"CB.EN.U4EEE19455","Yash Menon","cb.en.u4eee19455@cb.students.amrita.edu","EEE","E","2023","7.28","0","Not Placed"
"CB.EN.U4EEE19456","Aishwarya Raman","cb.en.u4eee19456@cb.students.amrita.edu","EEE","E","2023","6.89","0","Placed"
"CB.EN.U4EEE19457","Janani Iyer","cb.en.u4eee19457@cb.students.amrita.edu","EEE","E","2023","6.09","2","Placed"
"CB.EN.U4EEE19458","Akash Kapoor","cb.en.u4eee19458@cb.students.amrita.edu","EEE","E","2023","9.03","1","Not Placed"
"CB.EN.U4EEE19459","Keerthana Chatterjee","cb.en.u4eee19459@cb.students.amrita.edu","EEE","E","2023","9.85","1","Placed"
"CB.EN.U4EEE19460","Surya Kulkarni","cb.en.u4eee19460@cb.students.amrita.edu","EEE","E","2023","9","1","Placed"
"CB.EN.U4ECE19001","Surya Kapoor","cb.en.u4ece19001@cb.students.amrita.edu","ECE","A","2023","7.85","2","Not Placed"
"CB.EN.U4ECE19002","Nikhil Verma","cb.en.u4ece19002@cb.students.amrita.edu","ECE","A","2023","7.6","0","Placed"
"CB.EN.U4ECE19003","Sanjay Menon","cb.en.u4ece19003@cb.students.amrita.edu","ECE","A","2023","7.84","1","Not Placed"
"CB.EN.U4ECE19004","Riya Kulkarni","cb.en.u4ece19004@cb.students.amrita.edu","ECE","A","2023","7.25","2","Not Placed"
"CB.EN.U4ECE19005","Tanvi Mishra","cb.en.u4ece19005@cb.students.amrita.edu","ECE","A","2023","6.01","0","Placed"
"CB.EN.U4ECE19006","Meera Krishnan","cb.en.u4ece19006@cb.students.amrita.edu","ECE","A","2023","7.41","1","Not Placed"
"CB.EN.U4ECE19007","Sneha Bose","cb.en.u4ece19007@cb.students.amrita.edu","ECE","A","2023","7.13","1","Placed"
"CB.EN.U4ECE19008","Sanjay Nagarajan","cb.en.u4ece19008@cb.students.amrita.edu","ECE","A","2023","8.01","2","Placed"
"CB.EN.U4ECE19009","Harish Krishnan","cb.en.u4ece19009@cb.students.amrita.edu","ECE","A","2023","8.63","0","Placed"
"CB.EN.U4ECE19010","Meera Nagarajan","cb.en.u4ece19010@cb.students.amrita.edu","ECE","A","2023","8.44","0","Not Placed"
"CB.EN.U4ECE19011","Pooja Nagarajan","cb.en.u4ece19011@cb.students.amrita.edu","ECE","A","2023","8.31","0","Placed"
"CB.EN.U4ECE19012","Aditya Reddy","cb.en.u4ece19012@cb.students.amrita.edu","ECE","A","2023","9.18","2","Not Placed"
"CB.EN.U4ECE19013","Riya Krishnan","cb.en.u4ece19013@cb.students.amrita.edu","ECE","A","2023","7.65","2","Placed"
"CB.EN.U4ECE19014","Rahul Patel","cb.en.u4ece19014@cb.students.amrita.edu","ECE","A","2023","9.03","1","Placed"
"CB.EN.U4ECE19015","Riya Krishnan","cb.en.u4ece19015@cb.students.amrita.edu","ECE","A","2023","7.13","2","Not Placed"
"CB.EN.U4ECE19016","Keerthana Reddy","cb.en.u4ece19016@cb.students.amrita.edu","ECE","A","2023","8.28","0","Placed"
"CB.EN.U4ECE19017","Riya Chatterjee","cb.en.u4ece19017@cb.students.amrita.edu","ECE","A","2023","6.15","2","Placed"
"CB.EN.U4ECE19018","Sneha Menon","cb.en.u4ece19018@cb.students.amrita.edu","ECE","A","2023","7.26","1","Placed"
"CB.EN.U4ECE19019","Janani Verma","cb.en.u4ece19019@cb.students.amrita.edu","ECE","A","2023","7.62","1","Placed"
"CB.EN.U4ECE19020","Ananya Sharma","cb.en.u4ece19020@cb.students.amrita.edu","ECE","A","2023","9.59","2","Not Placed"
"CB.EN.U4ECE19021","Pooja Verma","cb.en.u4ece19021@cb.students.amrita.edu","ECE","A","2023","8.57","0","Placed"
"CB.EN.U4ECE19022","Zara Pillai","cb.en.u4ece19022@cb.students.amrita.edu","ECE","A","2023","7.76","2","Not Placed"
"CB.EN.U4ECE19023","Surya Gupta","cb.en.u4ece19023@cb.students.amrita.edu","ECE","A","2023","8.33","2","Not Placed"
"CB.EN.U4ECE19024","Janani Patel","cb.en.u4ece19024@cb.students.amrita.edu","ECE","A","2023","6.21","0","Not Placed"
"CB.EN.U4ECE19025","Harish Pillai","cb.en.u4ece19025@cb.students.amrita.edu","ECE","A","2023","7.24","2","Placed"
"CB.EN.U4ECE19026","Janani Shetty","cb.en.u4ece19026@cb.students.amrita.edu","ECE","A","2023","6.14","0","Placed"
"CB.EN.U4ECE19027","Varun Chatterjee","cb.en.u4ece19027@cb.students.amrita.edu","ECE","A","2023","9.51","0","Not Placed"
"CB.EN.U4ECE19028","Bhavya Nair","cb.en.u4ece19028@cb.students.amrita.edu","ECE","A","2023","9.14","1","Placed"
"CB.EN.U4ECE19029","Aishwarya Mishra","cb.en.u4ece19029@cb.students.amrita.edu","ECE","A","2023","8.56","0","Not Placed"
"CB.EN.U4ECE19030","Janani Sharma","cb.en.u4ece19030@cb.students.amrita.edu","ECE","A","2023","9.81","2","Not Placed"
"CB.EN.U4ECE19031","Pooja Nair","cb.en.u4ece19031@cb.students.amrita.edu","ECE","A","2023","9.04","2","Not Placed"
"CB.EN.U4ECE19032","Arya Bose","cb.en.u4ece19032@cb.students.amrita.edu","ECE","A","2023","7.03","2","Placed"
"CB.EN.U4ECE19033","Aditya Reddy","cb.en.u4ece19033@cb.students.amrita.edu","ECE","A","2023","6.46","1","Not Placed"
"CB.EN.U4ECE19034","Nikhil Mishra","cb.en.u4ece19034@cb.students.amrita.edu","ECE","A","2023","8.25","2","Not Placed"
"CB.EN.U4ECE19035","Aarav Das","cb.en.u4ece19035@cb.students.amrita.edu","ECE","A","2023","8.37","0","Not Placed"
"CB.EN.U4ECE19036","Lakshmi Sharma","cb.en.u4ece19036@cb.students.amrita.edu","ECE","A","2023","6.83","2","Placed"
"CB.EN.U4ECE19037","Aditya Nagarajan","cb.en.u4ece19037@cb.students.amrita.edu","ECE","A","2023","6.49","1","Not Placed"
"CB.EN.U4ECE19038","Zara Mishra","cb.en.u4ece19038@cb.students.amrita.edu","ECE","A","2023","6.01","0","Not Placed"
"CB.EN.U4ECE19039","Rahul Sharma","cb.en.u4ece19039@cb.students.amrita.edu","ECE","A","2023","9.77","1","Not Placed"
"CB.EN.U4ECE19040","Bhavya Das","cb.en.u4ece19040@cb.students.amrita.edu","ECE","A","2023","7.39","0","Not Placed"
"CB.EN.U4ECE19041","Karthik Raman","cb.en.u4ece19041@cb.students.amrita.edu","ECE","A","2023","7.98","1","Not Placed"
"CB.EN.U4ECE19042","Janani Kulkarni","cb.en.u4ece19042@cb.students.amrita.edu","ECE","A","2023","7.02","0","Placed"
"CB.EN.U4ECE19043","Pooja Gupta","cb.en.u4ece19043@cb.students.amrita.edu","ECE","A","2023","9.44","1","Placed"
"CB.EN.U4ECE19044","Meera Shetty","cb.en.u4ece19044@cb.students.amrita.edu","ECE","A","2023","7.28","2","Not Placed"
"CB.EN.U4ECE19045","Lakshmi Nair","cb.en.u4ece19045@cb.students.amrita.edu","ECE","A","2023","7.06","0","Not Placed"
"CB.EN.U4ECE19046","Aishwarya Das","cb.en.u4ece19046@cb.students.amrita.edu","ECE","A","2023","6.9","2","Not Placed"
"CB.EN.U4ECE19047","Aishwarya Das","cb.en.u4ece19047@cb.students.amrita.edu","ECE","A","2023","8.48","1","Not Placed"
"CB.EN.U4ECE19048","Diya Menon","cb.en.u4ece19048@cb.students.amrita.edu","ECE","A","2023","7.94","2","Placed"
"CB.EN.U4ECE19049","Arya Patel","cb.en.u4ece19049@cb.students.amrita.edu","ECE","A","2023","7.74","0","Not Placed"
"CB.EN.U4ECE19050","Akash Iyer","cb.en.u4ece19050@cb.students.amrita.edu","ECE","A","2023","7.63","1","Not Placed"
"CB.EN.U4ECE19051","Meera Raman","cb.en.u4ece19051@cb.students.amrita.edu","ECE","A","2023","7.59","2","Placed"
"CB.EN.U4ECE19052","Arjun Kapoor","cb.en.u4ece19052@cb.students.amrita.edu","ECE","A","2023","9.12","2","Placed"
"CB.EN.U4ECE19053","Diya Bose","cb.en.u4ece19053@cb.students.amrita.edu","ECE","A","2023","8.96","0","Placed"
"CB.EN.U4ECE19054","Karthik Nair","cb.en.u4ece19054@cb.students.amrita.edu","ECE","A","2023","8.13","2","Not Placed"
"CB.EN.U4ECE19055","Karthik Patel","cb.en.u4ece19055@cb.students.amrita.edu","ECE","A","2023","9.22","1","Placed"
"CB.EN.U4ECE19056","Anirudh Krishnan","cb.en.u4ece19056@cb.students.amrita.edu","ECE","A","2023","9.76","2","Placed"
"CB.EN.U4ECE19057","Aishwarya Nair","cb.en.u4ece19057@cb.students.amrita.edu","ECE","A","2023","7.13","0","Placed"
"CB.EN.U4ECE19058","Keerthana Reddy","cb.en.u4ece19058@cb.students.amrita.edu","ECE","A","2023","6.68","2","Placed"
"CB.EN.U4ECE19059","Tanvi Nair","cb.en.u4ece19059@cb.students.amrita.edu","ECE","A","2023","9.55","0","Placed"
"CB.EN.U4ECE19060","Riya Pillai","cb.en.u4ece19060@cb.students.amrita.edu","ECE","A","2023","7.17","2","Placed"
"CB.EN.U4ECE19101","Akash Nagarajan","cb.en.u4ece19101@cb.students.amrita.edu","ECE","B","2023","8.46","2","Not Placed"
"CB.EN.U4ECE19102","Aarav Gupta","cb.en.u4ece19102@cb.students.amrita.edu","ECE","B","2023","8.33","0","Not Placed"
"CB.EN.U4ECE19103","Karthik Iyer","cb.en.u4ece19103@cb.students.amrita.edu","ECE","B","2023","7.55","2","Placed"
"CB.EN.U4ECE19104","Tanvi Kulkarni","cb.en.u4ece19104@cb.students.amrita.edu","ECE","B","2023","8.32","1","Not Placed"
"CB.EN.U4ECE19105","Nikhil Mishra","cb.en.u4ece19105@cb.students.amrita.edu","ECE","B","2023","7.58","0","Not Placed"
"CB.EN.U4ECE19106","Sanjay Nair","cb.en.u4ece19106@cb.students.amrita.edu","ECE","B","2023","8.27","1","Not Placed"
"CB.EN.U4ECE19107","Charan Menon","cb.en.u4ece19107@cb.students.amrita.edu","ECE","B","2023","8.34","1","Placed"
"CB.EN.U4ECE19108","Arjun Kapoor","cb.en.u4ece19108@cb.students.amrita.edu","ECE","B","2023","9.27","0","Placed"
"CB.EN.U4ECE19109","Ananya Joshi","cb.en.u4ece19109@cb.students.amrita.edu","ECE","B","2023","8.55","2","Not Placed"
"CB.EN.U4ECE19110","Aditya Patel","cb.en.u4ece19110@cb.students.amrita.edu","ECE","B","2023","6.38","0","Not Placed"
"CB.EN.U4ECE19111","Aishwarya Sharma","cb.en.u4ece19111@cb.students.amrita.edu","ECE","B","2023","6.58","1","Placed"
"CB.EN.U4ECE19112","Akash Raman","cb.en.u4ece19112@cb.students.amrita.edu","ECE","B","2023","7.41","1","Placed"
"CB.EN.U4ECE19113","Keerthana Gupta","cb.en.u4ece19113@cb.students.amrita.edu","ECE","B","2023","8.15","0","Placed"
"CB.EN.U4ECE19114","Anirudh Das","cb.en.u4ece19114@cb.students.amrita.edu","ECE","B","2023","6.88","2","Not Placed"
"CB.EN.U4ECE19115","Keerthana Mishra","cb.en.u4ece19115@cb.students.amrita.edu","ECE","B","2023","6.52","1","Not Placed"
"CB.EN.U4ECE19116","Surya Krishnan","cb.en.u4ece19116@cb.students.amrita.edu","ECE","B","2023","9.46","1","Not Placed"
"CB.EN.U4ECE19117","Diya Mishra","cb.en.u4ece19117@cb.students.amrita.edu","ECE","B","2023","8.41","1","Not Placed"
"CB.EN.U4ECE19118","Tanvi Reddy","cb.en.u4ece19118@cb.students.amrita.edu","ECE","B","2023","6.52","1","Placed"
"CB.EN.U4ECE19119","Surya Sharma","cb.en.u4ece19119@cb.students.amrita.edu","ECE","B","2023","8.3","0","Not Placed"
"CB.EN.U4ECE19120","Nikhil Sharma","cb.en.u4ece19120@cb.students.amrita.edu","ECE","B","2023","7.23","2","Placed"
"CB.EN.U4ECE19121","Diya Gupta","cb.en.u4ece19121@cb.students.amrita.edu","ECE","B","2023","9.51","0","Not Placed"
"CB.EN.U4ECE19122","Karthik Reddy","cb.en.u4ece19122@cb.students.amrita.edu","ECE","B","2023","9.75","2","Placed"
"CB.EN.U4ECE19123","Surya Chatterjee","cb.en.u4ece19123@cb.students.amrita.edu","ECE","B","2023","9.49","0","Not Placed"
"CB.EN.U4ECE19124","Janani Das","cb.en.u4ece19124@cb.students.amrita.edu","ECE","B","2023","8.56","2","Placed"
"CB.EN.U4ECE19125","Zara Shetty","cb.en.u4ece19125@cb.students.amrita.edu","ECE","B","2023","7.43","1","Not Placed"
"CB.EN.U4ECE19126","Sneha Krishnan","cb.en.u4ece19126@cb.students.amrita.edu","ECE","B","2023","9.33","0","Not Placed"
"CB.EN.U4ECE19127","Aishwarya Kulkarni","cb.en.u4ece19127@cb.students.amrita.edu","ECE","B","2023","7.73","2","Placed"
"CB.EN.U4ECE19128","Vikram Kulkarni","cb.en.u4ece19128@cb.students.amrita.edu","ECE","B","2023","7.32","0","Not Placed"
"CB.EN.U4ECE19129","Varun Menon","cb.en.u4ece19129@cb.students.amrita.edu","ECE","B","2023","9.6","2","Not Placed"
"CB.EN.U4ECE19130","Meera Bose","cb.en.u4ece19130@cb.students.amrita.edu","ECE","B","2023","8.7","0","Not Placed"
"CB.EN.U4ECE19131","Sneha Nagarajan","cb.en.u4ece19131@cb.students.amrita.edu","ECE","B","2023","6.44","2","Placed"
"CB.EN.U4ECE19132","Nikhil Nair","cb.en.u4ece19132@cb.students.amrita.edu","ECE","B","2023","8.72","1","Placed"
"CB.EN.U4ECE19133","Pooja Menon","cb.en.u4ece19133@cb.students.amrita.edu","ECE","B","2023","6.4","0","Not Placed"
"CB.EN.U4ECE19134","Sneha Gupta","cb.en.u4ece19134@cb.students.amrita.edu","ECE","B","2023","9.82","2","Placed"
"CB.EN.U4ECE19135","Aditya Shetty","cb.en.u4ece19135@cb.students.amrita.edu","ECE","B","2023","7.01","0","Placed"
"CB.EN.U4ECE19136","Lakshmi Bose","cb.en.u4ece19136@cb.students.amrita.edu","ECE","B","2023","9.01","2","Placed"
"CB.EN.U4ECE19137","Charan Das","cb.en.u4ece19137@cb.students.amrita.edu","ECE","B","2023","7.58","0","Not Placed"
"CB.EN.U4ECE19138","Harish Mishra","cb.en.u4ece19138@cb.students.amrita.edu","ECE","B","2023","6.2","2","Placed"
"CB.EN.U4ECE19139","Tanvi Shetty","cb.en.u4ece19139@cb.students.amrita.edu","ECE","B","2023","9.59","0","Not Placed"
"CB.EN.U4ECE19140","Riya Raman","cb.en.u4ece19140@cb.students.amrita.edu","ECE","B","2023","7.76","2","Placed"
"CB.EN.U4ECE19141","Anirudh Sharma","cb.en.u4ece19141@cb.students.amrita.edu","ECE","B","2023","8.7","0","Not Placed"
"CB.EN.U4ECE19142","Aishwarya Joshi","cb.en.u4ece19142@cb.students.amrita.edu","ECE","B","2023","6.48","2","Not Placed"
"CB.EN.U4ECE19143","Yash Patel","cb.en.u4ece19143@cb.students.amrita.edu","ECE","B","2023","9.43","0","Placed"
"CB.EN.U4ECE19144","Varun Chatterjee","cb.en.u4ece19144@cb.students.amrita.edu","ECE","B","2023","6.22","1","Not Placed"
"CB.EN.U4ECE19145","Riya Das","cb.en.u4ece19145@cb.students.amrita.edu","ECE","B","2023","6","1","Not Placed"
"CB.EN.U4ECE19146","Arjun Krishnan","cb.en.u4ece19146@cb.students.amrita.edu","ECE","B","2023","9.76","2","Placed"
"CB.EN.U4ECE19147","Ananya Chatterjee","cb.en.u4ece19147@cb.students.amrita.edu","ECE","B","2023","7.54","1","Not Placed"
"CB.EN.U4ECE19148","Charan Mishra","cb.en.u4ece19148@cb.students.amrita.edu","ECE","B","2023","7.86","2","Placed"
"CB.EN.U4ECE19149","Charan Patel","cb.en.u4ece19149@cb.students.amrita.edu","ECE","B","2023","7.58","2","Placed"
"CB.EN.U4ECE19150","Aditya Nagarajan","cb.en.u4ece19150@cb.students.amrita.edu","ECE","B","2023","7.23","2","Not Placed"
"CB.EN.U4ECE19151","Diya Iyer","cb.en.u4ece19151@cb.students.amrita.edu","ECE","B","2023","9.63","0","Not Placed"
"CB.EN.U4ECE19152","Aishwarya Pillai","cb.en.u4ece19152@cb.students.amrita.edu","ECE","B","2023","7.76","1","Not Placed"
"CB.EN.U4ECE19153","Anirudh Kulkarni","cb.en.u4ece19153@cb.students.amrita.edu","ECE","B","2023","7.98","1","Placed"
"CB.EN.U4ECE19154","Zara Nagarajan","cb.en.u4ece19154@cb.students.amrita.edu","ECE","B","2023","7.43","0","Placed"
"CB.EN.U4ECE19155","Aditya Raman","cb.en.u4ece19155@cb.students.amrita.edu","ECE","B","2023","7.34","0","Placed"
"CB.EN.U4ECE19156","Tanvi Krishnan","cb.en.u4ece19156@cb.students.amrita.edu","ECE","B","2023","8.21","1","Placed"
"CB.EN.U4ECE19157","Janani Patel","cb.en.u4ece19157@cb.students.amrita.edu","ECE","B","2023","9.11","1","Not Placed"
"CB.EN.U4ECE19158","Anirudh Das","cb.en.u4ece19158@cb.students.amrita.edu","ECE","B","2023","8.31","1","Placed"
"CB.EN.U4ECE19159","Charan Nagarajan","cb.en.u4ece19159@cb.students.amrita.edu","ECE","B","2023","8.34","1","Not Placed"
"CB.EN.U4ECE19160","Anirudh Iyer","cb.en.u4ece19160@cb.students.amrita.edu","ECE","B","2023","6.18","2","Not Placed"
"CB.EN.U4ECE19201","Diya Iyer","cb.en.u4ece19201@cb.students.amrita.edu","ECE","C","2023","9.72","2","Not Placed"
"CB.EN.U4ECE19202","Yash Mishra","cb.en.u4ece19202@cb.students.amrita.edu","ECE","C","2023","6.19","0","Placed"
"CB.EN.U4ECE19203","Varun Verma","cb.en.u4ece19203@cb.students.amrita.edu","ECE","C","2023","6.19","2","Placed"
"CB.EN.U4ECE19204","Akash Pillai","cb.en.u4ece19204@cb.students.amrita.edu","ECE","C","2023","8.98","0","Not Placed"
"CB.EN.U4ECE19205","Meera Kapoor","cb.en.u4ece19205@cb.students.amrita.edu","ECE","C","2023","9.81","0","Placed"
"CB.EN.U4ECE19206","Zara Reddy","cb.en.u4ece19206@cb.students.amrita.edu","ECE","C","2023","9.86","0","Placed"
"CB.EN.U4ECE19207","Pooja Kapoor","cb.en.u4ece19207@cb.students.amrita.edu","ECE","C","2023","8.04","1","Placed"
"CB.EN.U4ECE19208","Sneha Bose","cb.en.u4ece19208@cb.students.amrita.edu","ECE","C","2023","6.32","2","Placed"
"CB.EN.U4ECE19209","Nikhil Mishra","cb.en.u4ece19209@cb.students.amrita.edu","ECE","C","2023","9.87","1","Not Placed"
"CB.EN.U4ECE19210","Ananya Chatterjee","cb.en.u4ece19210@cb.students.amrita.edu","ECE","C","2023","8.57","1","Not Placed"
"CB.EN.U4ECE19211","Zara Iyer","cb.en.u4ece19211@cb.students.amrita.edu","ECE","C","2023","7.57","2","Placed"
"CB.EN.U4ECE19212","Tanvi Patel","cb.en.u4ece19212@cb.students.amrita.edu","ECE","C","2023","8.09","0","Not Placed"
"CB.EN.U4ECE19213","Surya Gupta","cb.en.u4ece19213@cb.students.amrita.edu","ECE","C","2023","6.88","2","Placed"
"CB.EN.U4ECE19214","Janani Kulkarni","cb.en.u4ece19214@cb.students.amrita.edu","ECE","C","2023","6.32","2","Not Placed"
"CB.EN.U4ECE19215","Meera Gupta","cb.en.u4ece19215@cb.students.amrita.edu","ECE","C","2023","9.45","2","Placed"
"CB.EN.U4ECE19216","Aditya Raman","cb.en.u4ece19216@cb.students.amrita.edu","ECE","C","2023","6.78","0","Not Placed"
"CB.EN.U4ECE19217","Aarav Nair","cb.en.u4ece19217@cb.students.amrita.edu","ECE","C","2023","9.15","1","Placed"
"CB.EN.U4ECE19218","Diya Patel","cb.en.u4ece19218@cb.students.amrita.edu","ECE","C","2023","6.5","0","Placed"
"CB.EN.U4ECE19219","Ishaan Pillai","cb.en.u4ece19219@cb.students.amrita.edu","ECE","C","2023","7.61","2","Not Placed"
"CB.EN.U4ECE19220","Aishwarya Nair","cb.en.u4ece19220@cb.students.amrita.edu","ECE","C","2023","7.32","0","Not Placed"
"CB.EN.U4ECE19221","Pooja Verma","cb.en.u4ece19221@cb.students.amrita.edu","ECE","C","2023","9.13","0","Not Placed"
"CB.EN.U4ECE19222","Charan Raman","cb.en.u4ece19222@cb.students.amrita.edu","ECE","C","2023","9.47","2","Not Placed"
"CB.EN.U4ECE19223","Karthik Krishnan","cb.en.u4ece19223@cb.students.amrita.edu","ECE","C","2023","7.38","1","Placed"
"CB.EN.U4ECE19224","Zara Raman","cb.en.u4ece19224@cb.students.amrita.edu","ECE","C","2023","8.5","0","Placed"
"CB.EN.U4ECE19225","Anirudh Das","cb.en.u4ece19225@cb.students.amrita.edu","ECE","C","2023","6.58","0","Not Placed"
"CB.EN.U4ECE19226","Meera Bose","cb.en.u4ece19226@cb.students.amrita.edu","ECE","C","2023","7.9","0","Not Placed"
"CB.EN.U4ECE19227","Ishaan Joshi","cb.en.u4ece19227@cb.students.amrita.edu","ECE","C","2023","8.97","2","Not Placed"
"CB.EN.U4ECE19228","Arya Mishra","cb.en.u4ece19228@cb.students.amrita.edu","ECE","C","2023","6.37","1","Not Placed"
"CB.EN.U4ECE19229","Arya Bose","cb.en.u4ece19229@cb.students.amrita.edu","ECE","C","2023","8.79","1","Not Placed"
"CB.EN.U4ECE19230","Akash Reddy","cb.en.u4ece19230@cb.students.amrita.edu","ECE","C","2023","6.01","1","Not Placed"
"CB.EN.U4ECE19231","Harish Iyer","cb.en.u4ece19231@cb.students.amrita.edu","ECE","C","2023","8.05","1","Placed"
"CB.EN.U4ECE19232","Riya Joshi","cb.en.u4ece19232@cb.students.amrita.edu","ECE","C","2023","6.53","2","Placed"
"CB.EN.U4ECE19233","Lakshmi Raman","cb.en.u4ece19233@cb.students.amrita.edu","ECE","C","2023","6.22","1","Placed"
"CB.EN.U4ECE19234","Akash Iyer","cb.en.u4ece19234@cb.students.amrita.edu","ECE","C","2023","6.37","0","Not Placed"
"CB.EN.U4ECE19235","Yash Joshi","cb.en.u4ece19235@cb.students.amrita.edu","ECE","C","2023","7.67","2","Not Placed"
"CB.EN.U4ECE19236","Tanvi Krishnan","cb.en.u4ece19236@cb.students.amrita.edu","ECE","C","2023","8.34","2","Placed"
"CB.EN.U4ECE19237","Diya Patel","cb.en.u4ece19237@cb.students.amrita.edu","ECE","C","2023","7.72","1","Not Placed"
"CB.EN.U4ECE19238","Tanvi Kapoor","cb.en.u4ece19238@cb.students.amrita.edu","ECE","C","2023","9.46","0","Placed"
"CB.EN.U4ECE19239","Charan Gupta","cb.en.u4ece19239@cb.students.amrita.edu","ECE","C","2023","7.51","2","Placed"
"CB.EN.U4ECE19240","Ananya Nagarajan","cb.en.u4ece19240@cb.students.amrita.edu","ECE","C","2023","7.71","1","Placed"
"CB.EN.U4ECE19241","Janani Reddy","cb.en.u4ece19241@cb.students.amrita.edu","ECE","C","2023","6.2","1","Not Placed"
"CB.EN.U4ECE19242","Arjun Bose","cb.en.u4ece19242@cb.students.amrita.edu","ECE","C","2023","9.29","1","Not Placed"
"CB.EN.U4ECE19243","Rahul Verma","cb.en.u4ece19243@cb.students.amrita.edu","ECE","C","2023","6.9","2","Not Placed"
"CB.EN.U4ECE19244","Aditya Sharma","cb.en.u4ece19244@cb.students.amrita.edu","ECE","C","2023","6.75","0","Not Placed"
"CB.EN.U4ECE19245","Sanjay Mishra","cb.en.u4ece19245@cb.students.amrita.edu","ECE","C","2023","6.73","2","Not Placed"
"CB.EN.U4ECE19246","Yash Das","cb.en.u4ece19246@cb.students.amrita.edu","ECE","C","2023","6.55","1","Not Placed"
"CB.EN.U4ECE19247","Anirudh Verma","cb.en.u4ece19247@cb.students.amrita.edu","ECE","C","2023","9.86","1","Not Placed"
"CB.EN.U4ECE19248","Ananya Shetty","cb.en.u4ece19248@cb.students.amrita.edu","ECE","C","2023","6.73","1","Not Placed"
"CB.EN.U4ECE19249","Ananya Nair","cb.en.u4ece19249@cb.students.amrita.edu","ECE","C","2023","8.07","2","Not Placed"
"CB.EN.U4ECE19250","Sneha Iyer","cb.en.u4ece19250@cb.students.amrita.edu","ECE","C","2023","6.9","0","Not Placed"
"CB.EN.U4ECE19251","Lakshmi Nair","cb.en.u4ece19251@cb.students.amrita.edu","ECE","C","2023","6.52","1","Placed"
"CB.EN.U4ECE19252","Tanvi Nair","cb.en.u4ece19252@cb.students.amrita.edu","ECE","C","2023","9.29","0","Placed"
"CB.EN.U4ECE19253","Surya Shetty","cb.en.u4ece19253@cb.students.amrita.edu","ECE","C","2023","8.2","1","Placed"
"CB.EN.U4ECE19254","Charan Pillai","cb.en.u4ece19254@cb.students.amrita.edu","ECE","C","2023","7.5","1","Placed"
"CB.EN.U4ECE19255","Nikhil Nair","cb.en.u4ece19255@cb.students.amrita.edu","ECE","C","2023","7.5","1","Not Placed"
"CB.EN.U4ECE19256","Keerthana Reddy","cb.en.u4ece19256@cb.students.amrita.edu","ECE","C","2023","8.5","1","Placed"
"CB.EN.U4ECE19257","Varun Chatterjee","cb.en.u4ece19257@cb.students.amrita.edu","ECE","C","2023","6.73","0","Not Placed"
"CB.EN.U4ECE19258","Karthik Shetty","cb.en.u4ece19258@cb.students.amrita.edu","ECE","C","2023","6.97","2","Not Placed"
"CB.EN.U4ECE19259","Tanvi Iyer","cb.en.u4ece19259@cb.students.amrita.edu","ECE","C","2023","8.24","1","Not Placed"
"CB.EN.U4ECE19260","Meera Verma","cb.en.u4ece19260@cb.students.amrita.edu","ECE","C","2023","8.14","1","Placed"
"CB.EN.U4ECE19301","Ananya Reddy","cb.en.u4ece19301@cb.students.amrita.edu","ECE","D","2023","7.94","0","Not Placed"
"CB.EN.U4ECE19302","Akash Kapoor","cb.en.u4ece19302@cb.students.amrita.edu","ECE","D","2023","7.35","1","Not Placed"
"CB.EN.U4ECE19303","Bhavya Nair","cb.en.u4ece19303@cb.students.amrita.edu","ECE","D","2023","9.71","0","Not Placed"
"CB.EN.U4ECE19304","Varun Shetty","cb.en.u4ece19304@cb.students.amrita.edu","ECE","D","2023","6.28","1","Not Placed"
"CB.EN.U4ECE19305","Akash Sharma","cb.en.u4ece19305@cb.students.amrita.edu","ECE","D","2023","8.18","0","Placed"
"CB.EN.U4ECE19306","Karthik Sharma","cb.en.u4ece19306@cb.students.amrita.edu","ECE","D","2023","6.44","0","Placed"
"CB.EN.U4ECE19307","Anirudh Sharma","cb.en.u4ece19307@cb.students.amrita.edu","ECE","D","2023","9.03","0","Not Placed"
"CB.EN.U4ECE19308","Karthik Shetty","cb.en.u4ece19308@cb.students.amrita.edu","ECE","D","2023","7.65","1","Placed"
"CB.EN.U4ECE19309","Lakshmi Gupta","cb.en.u4ece19309@cb.students.amrita.edu","ECE","D","2023","9.89","2","Placed"
"CB.EN.U4ECE19310","Lakshmi Das","cb.en.u4ece19310@cb.students.amrita.edu","ECE","D","2023","9.68","2","Not Placed"
"CB.EN.U4ECE19311","Aarav Shetty","cb.en.u4ece19311@cb.students.amrita.edu","ECE","D","2023","6.76","0","Not Placed"
